BOTTLE,20180419CCHSIOCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# Merged parameters: CTDPRS, CTDTMP, CTDSAL, CTDSAL_FLAG_W, SALNTY, SALNTY_FLAG_W, CTDOXY
# 20170811CCHSIOCBG
# Merged parameters: ALKALI, ALKALI_FLAG_W, PH_TOT_FLAG_W, PH_TMP, DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, SF6, SF6_FLAG_W
# 20160217PRINUNIVRMK
# file processed by CCHDO on 2016-02-20
# 2/15/16 Initialized README file  
# Data source: CCHDO 
# SHIP: R/V Ron BrownCruise:  
# Region: NE Pacific, Leg 1 of P16N (A.K.A. P16C) 
# EXPOCODE: 33RO20150410 
# DATES: 20150410 - 20150513 
# Chief Scientist: Jessica Cross, Samantha Siedlecki 
# 112 stations with 24 place Rosette 
# Hydro: Who - G.Johnson, M.Baringer; Status - final 
#       Notes:   
# Nutrients: Who - C.Mordy; Status - final 
#       Notes: Final data from E.Wisgarver via CCHDO Jan 7, 2016 
# O2: Who - C. Langdon; Status - final 
#       Notes: final data from Langdon via CCHDO Feb 2, 2016 
# TCO2: Who - S.Alin, R. Wanninkhof; Status - final 
#       Notes: data from D.Greely via CDIAC 11/20/15 
# TA: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# PH: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# CFC: Who - J.Bullister; Status -final 
#       Notes: added 3/11/16 
# C14: Who - R.Key,A.McNichol; Status - being analyzed 
#       Notes:  
# H3/He3: Who - W. Jenkins; Status - final
#       Notes:  added 2018-04-19
# DOC/TDN: Who - C.Carlson; Status -final 
#       Notes: Data rcd from Carlson via NCEI 6/6/17 
# Organics: Who - N.Nelson; Status -being analyzed 
#       Notes:  
# These data should be cited as: 
# DOI: 10.7942/C2WC7C 
# References that have used data from this cruise:
#
# Principal Programs of P16N Leg 1
# 
# Chief Scientist               Jessica Cross             PMEL          jessica.cross@noaa.gov                 
# Co-Chief Scientist            Samantha Siedlecki        JISAO         siedlesa@uw.edu     
# 
# Analysis                            Institution   Principal Investigator   email                      
# ----------------------               -----------   -----------------        -------------------------
# 
# CTDO                                NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Fluorometer / C-OPS                 UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# Transmissometer                     TAMU          Wilford Gardner          wgardner@ocean.tamu.edu    
# Underwater Vision Profiler (UVP)    UAF           Andrew McDonnell         amcdonnell@alaska.edu      
# Lowered ADCP                        LDEO          Andreas Thurnherr        ant@ldeo.columbia.edu      
# Chipods                             OSU           Jonathan Nash            nash@coas.oregonstate.edu  
# Data Management                     SIO/ODF       James Swift              jswift@ucsd.edu            
#                                     SIO/ODF       Susan Becker             sbecker@ucsd.edu           
# Chlorofluorocarbons(CFCs)/SF6/N2O   NOAA/PMEL     John Bullister           John.L.Bullister@noaa.gov  
# 3He / Neon / Tritium                WHOI          William Jenkins          wjenkins@whoi.edu          
# Dissolved O2                        RSMAS         Chris Langdon            clangdon@rsmas.miami.edu   
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Total CO2 (DIC) / UW pCO2           NOAA/PMEL     Simone Alin              Simone.R.Alin@noaa.gov     
#                                     NOAA/AOML     Rik Wanninkhof           Rik.Wanninkhof@noaa.gov    
# Total Alkalinity/pH                 SIO/MPL       Andrew Dickson           adickson@ucsd.edu          
# 13C /14C-DIC                        PU            Robert Key               key@princeton.edu          
#                                     WHOI          Ann McNichol             amcnichol@whoi.edu         
# DOC / TDN                           UCSB/MSI      Craig Carlson            carlson@lifesci.ucsb.edu   
# DO14C / Black Carbon                UCI/ESS       Ellen Druffel            edruffel@uci.edu           
# CDOM / POC / Chlorophyll a          UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# UW HPLC Pigments / AP                   "              "                           "        
# Nutrients                           NOAA/PMEL     Calvin Mordy             Calvin.W.Mordy@noaa.gov    
# Salinity                            NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
#                                     NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# 137Cs /134Cs /90Sr /129I            WHOI          Ken Buesseler            kbuesseler@whoi.edu        
# ARGO Floats                         NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# Shipboard ADCP                      UH            Eric Firing              efiring@hawaii.edu         
#                                     UH            Jules Hummon             hummon@hawaii.edu          
# 
#| Data Citation
#| 
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,SBE35,SBE35_FLAG_W,SALTREF,SALTREF_FLAG_W
33RO20150410,       P16N,     104,          1,         10,         10,2,20150509,       0802,    18.4996,  -152.0000,       5205,  1299.8,   3.4624,  34.5619,2,  34.5642,2,     53.8,2,    53.8,2,  117.50,2,   42.10,2,    0.01,2,    3.04,2,-999.000,9,-999.000,9,-999.000,9,  2346.1,2,  2384.9,2,   7.4073,6,    25.03,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   3.4624,2,    34.7272,2
33RO20150410,       P16N,     104,          1,          9,          9,2,20150509,       0802,    18.4996,  -152.0000,       5205,  1602.1,   2.7262,  34.5939,2,  34.5996,2,     69.3,2,    68.5,2,  133.90,2,   41.40,2,    0.01,2,    2.96,2,-999.000,9,-999.000,9,-999.000,9,  2355.7,2,  2403.0,2,   7.4310,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   2.7267,2,    34.7627,3
33RO20150410,       P16N,     104,          1,          8,          8,2,20150509,       0802,    18.4996,  -152.0000,       5205,  1999.1,   2.1223,  34.6273,2,  34.6279,2,     90.8,2,    91.1,2,  146.00,2,   40.10,2,    0.01,2,    2.85,2,-999.000,9,-999.000,9,-999.000,9,  2351.3,2,  2416.8,2,   7.4726,2,    25.02,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   2.1225,2,    34.7912,2
33RO20150410,       P16N,     104,          1,          7,          7,2,20150509,       0802,    18.4996,  -152.0000,       5205,  2400.5,   1.8223,  34.6529,2,  34.6534,2,    107.7,2,   108.7,2,  150.30,2,   38.90,2,    0.01,2,    2.74,2,-999.000,9,-999.000,9,-999.000,9,  2349.7,2,  2423.2,2,   7.5063,2,    25.02,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.8229,2,    34.8168,2
33RO20150410,       P16N,     104,          1,          6,          6,2,20150509,       0802,    18.4996,  -152.0000,       5205,  2799.0,   1.6921,  34.6648,2,  34.6662,2,    116.3,2,   117.4,2,  152.50,2,   38.10,2,    0.00,2,    2.69,2,-999.000,9,-999.000,9,-999.000,9,  2347.0,2,  2427.5,2,   7.5233,2,    25.04,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.6920,2,    34.8297,2
33RO20150410,       P16N,     104,          1,          5,          5,2,20150509,       0802,    18.4996,  -152.0000,       5205,  3288.5,   1.5711,  34.6751,2,  34.6764,2,    127.6,2,   127.5,2,  154.80,2,   37.60,2,    0.01,2,    2.63,2,-999.000,9,-999.000,9,-999.000,9,  2341.9,2,  2428.1,2,   7.5420,6,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.5709,2,    34.8400,2
33RO20150410,       P16N,     104,          1,          4,          4,2,20150509,       0802,    18.4996,  -152.0000,       5205,  3800.1,   1.4745,  34.6839,2,  34.6857,2,    142.8,2,   143.5,2,  149.90,6,   36.40,6,    0.01,6,    2.54,6,-999.000,9,-999.000,9,-999.000,9,  2330.6,2,  2424.7,2,   7.5650,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.4745,2,    34.8493,2
33RO20150410,       P16N,     104,          1,          3,          3,2,20150509,       0802,    18.4996,  -152.0000,       5205,  4300.5,   1.4452,  34.6895,2,  34.6914,2,    153.7,2,   153.5,2,  144.10,6,   35.70,6,    0.01,6,    2.49,6,-999.000,9,-999.000,9,-999.000,9,  2320.8,2,  2418.7,6,   7.5794,6,    25.03,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.4452,2,    34.8550,2
33RO20150410,       P16N,     104,          1,          2,          2,2,20150509,       0802,    18.4996,  -152.0000,       5205,  4799.7,   1.4366,  34.6946,2,  34.6951,2,    163.5,2,   163.9,2,  136.80,6,   35.00,6,    0.01,6,    2.44,6,-999.000,9,-999.000,9,-999.000,9,  2308.7,6,  2409.2,2,   7.5895,2,    25.02,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.4367,2,    34.8587,2
33RO20150410,       P16N,     104,          1,          1,          1,2,20150509,       0802,    18.4996,  -152.0000,       5205,  5195.3,   1.4340,  34.6977,2,  34.7040,4,    171.2,2,   171.5,2,  132.00,6,   34.40,6,    0.01,6,    2.40,6,-999.000,9,-999.000,9,-999.000,9,  2302.2,2,  2404.4,2,   7.5962,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.4337,2,    34.8676,3
33RO20150410,       P16N,     105,          1,         24,         24,2,20150509,       1459,    19.0000,  -152.0001,       5250,    15.5,  24.9368,  34.5504,2,  34.5515,2,    204.6,2,   205.3,2,    1.10,2,    0.00,2,    0.00,2,    0.23,2,   1.688,2,   1.064,2,   1.412,2,  1969.4,6,  2279.2,2,   8.0634,2,    25.00,-999.000,9,-999.000,    72.9,2,    4.80,2,       0.64,2,  24.9370,2,    34.7144,6
33RO20150410,       P16N,     105,          1,         23,         23,2,20150509,       1459,    19.0000,  -152.0001,       5250,    33.6,  24.9385,  34.5626,2,  34.5762,2,    204.9,2,   205.0,2,    1.00,2,    0.00,2,    0.01,2,    0.23,2,-999.000,9,-999.000,9,-999.000,9,  1969.1,2,  2280.4,2,   8.0632,6,    25.01,-999.000,9,-999.000,    74.6,2,    4.80,2,     -999.0,9,  24.9414,2,    34.7392,2
33RO20150410,       P16N,     105,          1,         22,         22,2,20150509,       1459,    19.0000,  -152.0001,       5250,    58.7,  24.4883,  35.0323,2,  35.0254,2,    209.1,2,   209.0,2,    1.10,2,    0.00,2,    0.00,2,    0.20,2,   1.751,2,   1.095,2,   1.420,2,  1995.3,2,  2309.4,2,   8.0592,6,    25.01,-999.000,9,-999.000,    72.7,2,    4.30,2,       0.66,2,  24.4871,2,    35.1906,2
33RO20150410,       P16N,     105,          1,         21,         21,2,20150509,       1459,    19.0000,  -152.0001,       5250,    84.1,  23.2058,  35.2955,2,  35.2943,2,    209.9,2,   210.5,2,    1.20,2,    0.00,2,    0.01,2,    0.18,2,   1.843,2,   1.160,2,   1.448,2,  2024.3,2,  2328.4,2,   8.0382,2,    25.00,-999.000,9,-999.000,    69.6,2,    4.80,2,       0.70,2,  23.2177,2,    35.4607,2
33RO20150410,       P16N,     105,          1,         20,         20,2,20150509,       1459,    19.0000,  -152.0001,       5250,   112.8,  22.2469,  35.3457,2,  35.3489,2,    206.5,2,   207.7,2,    1.30,2,    0.00,2,    0.01,2,    0.18,2,   1.941,2,   1.194,2,   1.475,2,  2033.8,2,  2329.2,6,   8.0223,2,    24.99,-999.000,9,-999.000,    65.9,2,    4.00,2,       0.72,2,  22.2481,2,    35.5156,2
33RO20150410,       P16N,     105,          1,         19,         19,2,20150509,       1459,    19.0000,  -152.0001,       5250,   175.1,  19.4951,  34.9865,2,  34.9936,2,    189.0,2,   188.4,2,    2.50,2,    2.40,2,    0.03,2,    0.36,2,   2.188,2,   1.349,2,   1.420,2,  2068.6,2,  2307.3,2,   7.9274,2,    25.00,-999.000,9,-999.000,    55.0,2,    5.80,2,       0.96,2,  19.4917,2,    35.1586,2
33RO20150410,       P16N,     105,          1,         18,         18,2,20150509,       1459,    19.0000,  -152.0001,       5250,   250.4,  13.2803,  34.2125,2,  34.2082,2,    181.0,2,   181.1,2,    9.00,2,   10.00,2,    0.01,2,    0.90,2,   2.844,2,   1.674,2,   1.468,2,  2092.1,2,  2258.7,2,   7.7850,2,    25.01,-999.000,9,-999.000,    48.3,2,   12.60,2,       1.76,2,  13.2756,3,    34.3695,2
33RO20150410,       P16N,     105,          1,         17,         17,2,20150509,       1459,    19.0000,  -152.0001,       5250,   332.5,   9.6127,  34.1403,2,  34.1423,2,    149.0,2,   147.1,2,   25.40,2,   21.40,2,    0.00,2,    1.67,2,   2.884,6,   1.574,6,   1.014,6,  2161.7,2,  2267.7,2,   7.6228,2,    25.00,-999.000,9,-999.000,    45.3,2, -999.00,9,       2.60,2,   9.6427,3,    34.3032,2
33RO20150410,       P16N,     105,          1,         16,         16,2,20150509,       1459,    19.0000,  -152.0001,       5250,   434.5,   6.9067,  34.0643,2,  34.0627,2,     94.5,2,    95.1,2,   51.00,2,   31.80,2,    0.01,2,    2.34,2,   2.060,2,   1.038,2,   0.464,2,  2232.1,2,  2284.3,2,   7.4610,2,    25.00,-999.000,9,-999.000,    46.2,2, -999.00,9,       3.04,2,   6.9106,2,    34.2233,2
33RO20150410,       P16N,     105,          1,         15,         15,2,20150509,       1459,    19.0000,  -152.0001,       5250,   551.6,   6.3912,  34.3189,2,  34.3174,2,     31.1,2,    31.6,2,   65.90,2,   38.00,2,    0.00,2,    2.89,2,   0.386,2,   0.197,2,   0.141,3,  2291.9,6,  2316.8,2,   7.3633,6,    25.01,-999.000,9,-999.000,    40.2,2, -999.00,9,       4.39,2,   6.4020,2,    34.4792,2
33RO20150410,       P16N,     105,          1,         14,         14,2,20150509,       1459,    19.0000,  -152.0001,       5250,   700.5,   5.0337,  34.3933,2,  34.3961,2,     39.8,2,    35.5,2,   87.40,2,   40.80,2,    0.01,2,    3.01,2,   0.110,2,   0.057,2,   0.245,3,  2319.0,2,  2342.3,2,   7.3670,2,    24.99,-999.000,9,-999.000,    39.4,2, -999.00,9,       4.32,2,   5.0321,2,    34.5583,2
33RO20150410,       P16N,     105,          1,         13,         13,2,20150509,       1459,    19.0000,  -152.0001,       5250,   850.2,   4.5786,  34.4659,2,  34.4666,2,     38.5,2,    40.8,2,   95.40,2,   41.30,2,    0.00,2,    3.03,2,   0.042,2,   0.020,2,   0.106,3,  2328.8,2,  2356.8,2,   7.3841,2,    24.99,-999.000,9,-999.000,    38.4,2, -999.00,9,       4.19,2,   4.5811,2,    34.6291,2
33RO20150410,       P16N,     105,          1,         12,         12,2,20150509,       1459,    19.0000,  -152.0001,       5250,   998.8,   4.1718,  34.5188,2,  34.5188,2,     44.1,2,    45.2,2,  102.80,2,   41.80,2,    0.01,2,    3.06,2,   0.004,2,   0.003,2,   0.000,2,  2334.9,2,  2368.8,2,   7.3939,6,    25.02,-999.000,9,-999.000,    38.0,2, -999.00,9,       4.04,2,   4.1731,2,    34.6816,2
33RO20150410,       P16N,     105,          1,         11,         11,2,20150509,       1459,    19.0000,  -152.0001,       5250,  1166.5,   3.6189,  34.5367,2,  34.5364,2,     53.6,2,    52.6,2,  114.50,2,   41.60,2,    0.00,2,    3.03,2,-999.000,9,-999.000,9,-999.000,9,  2346.3,2,  2378.1,2,   7.4035,2,    24.99,-999.000,9,-999.000,    38.5,2, -999.00,9,     -999.0,9,   3.6190,2,    34.6993,2
33RO20150410,       P16N,     105,          1,         10,         10,2,20150509,       1459,    19.0000,  -152.0001,       5250,  1399.8,   3.0390,  34.5687,2,  34.5695,2,     62.2,2,    62.5,2,  127.00,2,   41.30,2,    0.01,2,    2.99,2,  -0.001,2,   0.000,2,   0.000,2,  2352.7,2,  2395.3,2,   7.4205,2,    25.00,-999.000,9,-999.000,    37.0,2, -999.00,9,       3.46,2,   3.0384,2,    34.7325,2
33RO20150410,       P16N,     105,          1,          9,          9,2,20150509,       1459,    19.0000,  -152.0001,       5250,  1725.5,   2.4677,  34.6064,2,  34.6060,2,     76.6,2,    76.8,2,  139.60,2,   40.60,2,    0.01,2,    2.92,2,-999.000,9,-999.000,9,-999.000,9,  2357.1,2,  2409.0,2,   7.4466,2,    25.00,-999.000,9,-999.000,    37.5,2, -999.00,9,     -999.0,9,   2.4677,2,    34.7692,2
33RO20150410,       P16N,     105,          1,          8,          8,2,20150509,       1459,    19.0000,  -152.0001,       5250,  2133.1,   1.9350,  34.6362,2,  34.6357,2,     97.7,2,    98.7,2,  150.30,2,   39.20,2,    0.00,2,    2.79,2,  -0.002,2,   0.000,2,   0.000,2,  2353.6,2,  2420.0,2,   7.4855,2,    25.00,-999.000,9,-999.000,    37.5,2, -999.00,9,       2.64,2,   1.9353,2,    34.7990,2
33RO20150410,       P16N,     105,          1,          7,          7,2,20150509,       1459,    19.0000,  -152.0001,       5250,  2532.2,   1.7199,  34.6580,2,  34.6573,2,    112.1,2,   113.1,2,  152.70,2,   38.30,2,    0.00,2,    2.72,2,-999.000,9,-999.000,9,-999.000,9,  2349.7,2,  2424.7,2,   7.5146,2,    25.00,-999.000,9,-999.000,    36.3,2, -999.00,9,     -999.0,9,   1.7197,2,    34.8207,6
33RO20150410,       P16N,     105,          1,          6,          6,2,20150509,       1459,    19.0000,  -152.0001,       5250,  2932.7,   1.6051,  34.6686,2,  34.6687,2,    121.6,2,   122.1,2,  154.30,2,   37.70,2,    0.01,2,    2.66,2,   0.004,2,   0.001,2,   0.000,2,  2346.3,2,  2428.2,2,   7.5309,2,    25.01,-999.000,9,-999.000,    37.8,2, -999.00,9,       2.26,2,   1.6050,2,    34.8322,2
33RO20150410,       P16N,     105,          1,          5,          5,2,20150509,       1459,    19.0000,  -152.0001,       5250,  3333.3,   1.5216,  34.6751,2,  34.6750,2,    130.4,2,   130.9,2,  154.30,2,   37.10,2,    0.00,2,    2.63,2,-999.000,9,-999.000,9,-999.000,9,  2340.1,2,  2426.9,2,   7.5448,6,    25.01,-999.000,9,-999.000,    36.1,2, -999.00,9,     -999.0,9,   1.5216,2,    34.8385,2
33RO20150410,       P16N,     105,          1,          4,          4,2,20150509,       1459,    19.0000,  -152.0001,       5250,  3766.8,   1.4651,  34.6832,2,  34.6824,2,    142.2,2,   142.7,2,  150.60,6,   36.30,6,    0.00,6,    2.55,6,  -0.002,2,   0.002,6,   0.000,6,  2331.5,2,  2424.4,2,   7.5639,6,    25.02,-999.000,9,-999.000,    37.4,2, -999.00,9,       2.08,2,   1.4653,2,    34.8459,2
33RO20150410,       P16N,     105,          1,          3,          3,2,20150509,       1459,    19.0000,  -152.0001,       5250,  4267.0,   1.4504,  34.6891,2,  34.6886,2,    152.8,2,   152.2,2,  144.60,6,   35.60,6,    0.00,6,    2.50,6,-999.000,9,-999.000,9,-999.000,9,  2322.5,2,  2421.7,6,   7.5775,2,    25.02,-999.000,9,-999.000,    37.3,2, -999.00,9,     -999.0,9,   1.4506,2,    34.8522,2
33RO20150410,       P16N,     105,          1,          2,          2,2,20150509,       1459,    19.0000,  -152.0001,       5250,  4767.1,   1.4463,  34.6938,2,  34.6927,2,    161.4,2,   161.7,2,  138.00,6,   35.00,6,    0.00,6,    2.46,6,   0.002,2,   0.003,2,   0.000,2,  2311.2,2,  2413.8,2,   7.5884,2,    25.01,-999.000,9,-999.000,    38.2,2, -999.00,9,       1.97,2,   1.4463,2,    34.8563,2
33RO20150410,       P16N,     105,          1,          1,          1,2,20150509,       1459,    19.0000,  -152.0001,       5250,  5240.4,   1.4565,  34.6970,2,  34.6971,2,    169.1,2,   169.3,2,  133.10,6,   34.30,6,    0.01,6,    2.41,6,   0.001,2,   0.001,2,   0.000,2,  2304.0,6,  2405.8,2,   7.5944,2,    25.01,-999.000,9,-999.000,    38.3,2, -999.00,9,       1.94,2,   1.4564,2,    34.8607,2
33RO20150410,       P16N,     106,          1,         24,         24,2,20150509,       2150,    19.5003,  -152.0000,       5369,     9.4,  24.7244,  34.8875,2,  34.8877,2,    206.0,2,   206.8,2,    1.20,2,    0.00,2,    0.01,2,    0.19,2,   1.730,6,   1.082,6,   1.409,6,  1988.1,2,  2299.0,2,   8.0623,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.64,2,  24.7236,2,    35.0523,2
33RO20150410,       P16N,     106,          1,         23,         23,2,20150509,       2150,    19.5003,  -152.0000,       5369,    25.8,  24.7164,  34.8885,2,  34.8880,2,    206.5,2,   206.8,2,    1.20,2,    0.00,2,    0.01,2,    0.20,2,-999.000,9,-999.000,9,-999.000,9,  1987.0,2,  2298.5,2,   8.0620,6,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,  24.7132,2,    35.0525,2
33RO20150410,       P16N,     106,          1,         22,         22,2,20150509,       2150,    19.5003,  -152.0000,       5369,    47.5,  24.1957,  35.1219,2,  35.1167,2,    209.6,2,   211.7,2,    1.10,2,    0.00,2,    0.01,2,    0.19,2,   1.783,2,   1.113,2,   1.451,2,  2001.3,2,  2314.4,6,   8.0599,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.66,2,  24.1972,2,    35.2823,6
33RO20150410,       P16N,     106,          1,         21,         21,2,20150509,       2150,    19.5003,  -152.0000,       5369,    75.1,  23.2118,  35.2751,2,  35.2878,2,    212.8,2,   218.7,4,    1.20,2,    0.00,2,    0.00,2,    0.19,2,   1.863,2,   1.155,2,   1.449,2,  2024.9,2,  2326.1,2,   8.0372,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.69,2,  23.2203,2,    35.4542,2
33RO20150410,       P16N,     106,          1,         20,         20,2,20150509,       2150,    19.5003,  -152.0000,       5369,   100.3,  22.1502,  35.3475,2,  35.3460,2,    208.8,2,   206.5,2,    1.40,2,    0.00,2,    0.01,2,    0.19,2,   1.931,2,   1.195,2,   1.453,2,  2034.7,2,  2329.0,2,   8.0196,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.73,2,  22.1516,2,    35.5127,2
33RO20150410,       P16N,     106,          1,         19,         19,2,20150509,       2150,    19.5003,  -152.0000,       5369,   150.6,  20.3870,  35.3261,2,  35.3249,2,    215.1,2,   212.9,2,    1.60,2,    0.10,2,    0.20,2,    0.15,2,   2.074,2,   1.260,2,   1.577,2,  2038.7,2,  2323.0,2,   8.0054,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.74,2,  20.3842,2,    35.4915,2
33RO20150410,       P16N,     106,          1,         18,         18,2,20150509,       2150,    19.5003,  -152.0000,       5369,   224.8,  15.6412,  34.5335,2,  34.5344,2,    200.8,2,   200.2,2,    5.10,2,    5.00,2,    0.01,2,    0.50,2,   2.608,2,   1.557,2,   1.597,2,  2063.3,2,  2271.9,2,   7.8792,2,    25.02,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.09,2,  15.6402,2,    34.6973,2
33RO20150410,       P16N,     106,          1,         17,         17,2,20150509,       2150,    19.5003,  -152.0000,       5369,   300.4,  10.9985,  34.1535,2,  34.1550,2,    201.0,2,   198.8,2,   14.70,2,   14.00,2,    0.01,2,    1.08,2,   3.247,6,   1.829,6,   1.477,6,  2104.0,6,  2257.7,2,   7.7550,6,    25.03,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.68,2,  11.0083,2,    34.3160,2
33RO20150410,       P16N,     106,          1,         16,         16,2,20150509,       2150,    19.5003,  -152.0000,       5369,   400.3,   8.0177,  34.0775,2,  34.0776,2,    121.9,2,   121.2,2,   37.80,2,   27.00,2,    0.00,2,    2.03,2,   2.666,2,   1.364,2,   0.675,2,  2198.4,2,  2272.0,2,   7.5337,6,    25.02,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.68,2,   8.0158,2,    34.2383,2
33RO20150410,       P16N,     106,          1,         15,         15,2,20150509,       2150,    19.5003,  -152.0000,       5369,   500.0,   6.2710,  34.1435,2,  34.1434,2,     60.5,2,    59.8,2,   62.70,2,   35.60,2,    0.00,2,    2.66,2,   1.154,2,   0.573,2,   0.210,2,  2269.6,2,  2298.6,2,   7.3896,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.67,2,   6.2722,2,    34.3044,2
33RO20150410,       P16N,     106,          1,         14,         14,2,20150509,       2150,    19.5003,  -152.0000,       5369,   632.1,   5.2563,  34.2985,2,  34.2986,2,     26.6,2,    26.9,2,   83.30,2,   40.50,2,    0.00,2,    3.02,2,   0.205,2,   0.102,2,   0.000,2,  2311.9,2,  2328.1,2,   7.3359,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       4.59,2,   5.2545,2,    34.4603,2
33RO20150410,       P16N,     106,          1,         13,         13,2,20150509,       2150,    19.5003,  -152.0000,       5369,   800.3,   4.7314,  34.4739,2,  34.4736,2,     37.4,2,    35.3,2,   92.40,2,   41.50,2,    0.01,2,    3.08,2,   0.028,2,   0.015,2,   0.061,3,  2328.7,2,  2353.4,2,   7.3745,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       4.49,2,   4.7317,2,    34.6362,2
33RO20150410,       P16N,     106,          1,         12,         12,2,20150509,       2150,    19.5003,  -152.0000,       5369,   947.0,   4.2008,  34.5024,2,  34.5023,2,     43.5,2,    43.3,2,  102.40,2,   41.60,2,    0.00,2,    3.04,2,   0.014,2,   0.009,2,   0.080,3,  2337.0,2,  2365.3,2,   7.3871,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       4.03,2,   4.2016,2,    34.6650,2
33RO20150410,       P16N,     106,          1,         11,         11,2,20150509,       2150,    19.5003,  -152.0000,       5369,  1095.9,   3.7384,  34.5301,2,  34.5296,2,     48.1,2,    46.6,2,  112.10,2,   41.90,2,    0.00,2,    3.05,2,-999.000,9,-999.000,9,-999.000,9,  2346.9,2,  2378.6,2,   7.3923,2,    24.98,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   3.7383,2,    34.6924,2
33RO20150410,       P16N,     106,          1,         10,         10,2,20150509,       2150,    19.5003,  -152.0000,       5369,  1300.1,   3.2232,  34.5598,2,  34.5599,2,     57.7,2,    55.9,2,  123.20,2,   41.70,2,    0.00,2,    3.02,2,   0.002,2,   0.001,2,   0.066,3,  2354.4,2,  2390.4,2,   7.4081,6,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.52,2,   3.2227,2,    34.7228,2
