BOTTLE,20170412CCHSIORJL
# Merged parameters: CH3Cl, CH3Cl_FLAG, CH3Br, CH3Br_FLAG, CH3I, CH3I_FLAG
# Merged parameters from A16S_MeX_HY1.csv (Submitted by Shari Yvon Lewis on 20080714)
# Merged parameters: HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# Merged parameters from LDEO_NGL_CliVarHeNe4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150411)
# Merged parameters: TRITUM, TRITUM_FLAG_W, TRITER
# Merged parameters from LDEO_NGL_CliVarTritium4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150413)
# Change CH3Cl to CH3L
# 20110831CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb 
#original files copied from HTML directory: 2011-08-31
#original HYD file: /data/co2clivar/atlantic/a16/a16s_2005a/original/2011.08.25_carbon_cberys/original_hy1.csv  2011-08-31
#BOTTLE,20100913CCHDOSIOCBG
#code:copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091030CCHDOSIOJCF
# code : Justin Fields merge_exchange.rb
#| PARAMETER/PROGRAM    Institution     Principal Investigator
#| ------------------------------------------------------------------
#| CTD                  PMEL/AOML       Greg Johnson/Molly Baringer
#| Salinity             PMEL            Greg Johnson
#| CFCs                 UW/PMEL         Mark Warner/John Bullister
#| HCFCs                TAMU            Shari Yvon-Lewis
#| DIC                  AOML/PMEL       Rik Wanninkhof/Dick Feely
#| Discrete pCO2        AOML            Rik Wanninkhof
#| Dissolved O2         RSMAS-U. Miami  Chris Langdon
#| Nutrients            UW/AOML         Calvin Mordy/Jia-Zhong Zhang
#| Helium/Tritium       LDEO            Peter Schlosser
#| CO2-Alkalinity       RSMAS-U. Miami  Frank Millero
#| CO2-pH               RSMAS-U. Miami  Frank Millero
#| DOC                  RSMAS-U. Miami  Dennis Hansell
#| CDOM                 UCSB            Norm Nelson/Craig Carlson
#| Underway pCO2        AOML            Rik Wanninkhof
#| 13C/14C              WHOI            Ann McNichol
#| ADCP/LADCP           U. Hawaii/LDEO  Eric Firing/Andreas Thurnherr
#| Aerosols             CWU             Anne Johansen
#| SAMI/CO2             U. Montana      Mike DeGrandpre
#| CO2 System Develop.  USF             Robert Byrne
#|
#| Following American Geophysical Union recommendations,
#| the data should be cited as: data provider(s), cruise name
#| or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic
#| Data Office, La Jolla, CA USA," and data file date. For further
#| information", please contact one of the parties listed above or
#| cchdo@ucsd.edu. Users are also requested to acknowledge the
#| NSF/NOAA-funded U.S. Repeat Hydrography Program in publications
#| resulting from their use.
#
 33RO200501,       A16S,      94,          1,          5,          5,2,20050213,       1644,   -15.5003,   -24.9997,       5120,  3942.9,   1.8673,  34.8331,2,  34.8327,2,    240.3,2,   240.1,2,   64.21,2,   24.54,2,    0.00,2,    1.63,2,   0.011,2,   0.007,2,   0.003,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.043,4, -999.00,9, 3942.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.5434,     -999.0,-999.000,      1.962,          2,      0.000,          2,   0.006,          2
 33RO200501,       A16S,      94,          1,          4,          4,2,20050213,       1644,   -15.5003,   -24.9997,       5120,  4229.5,   1.4069,  34.7876,2,  34.7869,2,    234.3,2,   234.0,2,   82.21,6,   26.80,6,    0.00,6,    1.81,6,-999.000,9,-999.000,9,-999.000,9,  2229.2,2,  2351.5,2,  -999.0,9,   20.00,   7.6725,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 4229.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.0648,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      94,          1,          3,          3,2,20050213,       1644,   -15.5003,   -24.9997,       5120,  4549.0,   1.0673,  34.7512,2,  34.7533,2,    229.0,2,   229.6,2,   95.90,6,   28.56,6,    0.00,6,    1.95,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 4549.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.6998,     -999.0,-999.000,      4.985,          2,      0.371,          2,   0.100,          2
 33RO200501,       A16S,      94,          1,          2,          2,2,20050213,       1644,   -15.5003,   -24.9997,       5120,  4842.6,   0.8590,  34.7275,2,  34.7270,2,    225.5,2,   226.1,2,  104.92,6,   29.76,6,    0.00,6,    2.04,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 4842.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4647,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      94,          1,          1,          1,2,20050213,       1644,   -15.5003,   -24.9997,       5120,  5053.2,   0.8368,  34.7224,2,  34.7217,2,    224.9,2,   225.0,2,  106.72,6,   30.04,6,    0.00,6,    2.06,6,   0.047,2,   0.025,2,   0.003,2,  2251.2,2,  2363.2,2,  -999.0,9,   20.00,   7.6341,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.102,4, -999.00,9, 5053.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4185,     -999.0,-999.000,     14.097,          2,      1.356,          2,   0.586,          2
 33RO200501,       A16S,      95,          1,         36,         36,2,20050213,       2339,   -15.0002,   -25.0000,       5253,     2.3,  27.0561,  37.0598,2,  37.0605,2,    200.4,2,   199.9,2,    0.86,2,    0.00,2,    0.00,2,    0.06,2,   1.667,6,   1.051,6,   0.135,6,  2078.3,6,  2427.6,2,  -999.0,9,   20.00,   8.0780,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.422,4,   73.95,2,    2.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  27.0555,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         35,         35,2,20050213,       2339,   -15.0002,   -25.0000,       5253,    23.6,  27.0379,  37.0658,2,  37.0673,2,    200.8,2,   200.2,2,    0.84,2,    0.00,2,    0.00,2,    0.05,2,   1.676,2,   1.064,2,   0.139,2,  2077.5,2,  2427.3,2,  -999.0,9,   20.00,   8.0783,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.419,4,   73.26,2,   23.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  27.0324,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         34,         34,2,20050213,       2339,   -15.0002,   -25.0000,       5253,    53.5,  25.6982,  37.1186,2,  37.1030,2,    212.1,2,   212.4,2,    0.80,2,    0.01,2,    0.00,2,    0.10,2,   1.839,2,   1.161,2,   0.149,2,  2083.9,2,  2430.7,2,  -999.0,9,   20.00,   8.0697,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.312,4,   73.22,2,   53.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  25.6863,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         33,         33,2,20050213,       2339,   -15.0002,   -25.0000,       5253,    84.1,  24.0529,  37.0526,2,  37.0480,2,    217.9,2,   218.2,2,    0.79,2,    0.03,2,    0.00,2,    0.14,2,   1.916,2,   1.209,2,   0.154,2,  2090.2,2,  2426.8,2,  -999.0,9,   20.00,   8.0596,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.242,4,   69.39,2,   84.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  24.0351,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         32,         32,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   114.5,  23.2555,  36.9970,2,  37.0001,2,    213.9,2,   214.3,2,    0.79,2,    0.04,2,    0.00,2,    0.17,2,   1.963,2,   1.227,2,   0.162,2,  2099.3,2,  2426.2,2,  -999.0,9,   20.00,   8.0451,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.159,4,   66.02,2,  114.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  23.2317,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         31,         31,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   163.7,  20.3956,  36.4500,2,  36.4266,2,    191.9,2,   192.9,2,    1.40,2,    2.62,2,    0.16,2,    0.38,2,   2.205,2,   1.326,2,   0.132,2,  2115.0,2,  2388.0,2,  -999.0,9,   20.00,   7.9687,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.822,4,   58.73,2,  163.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  20.3647,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         30,         30,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   213.9,  16.1490,  35.6822,2,  35.6621,2,    178.5,2,   179.0,2,    2.94,2,    8.87,2,    0.01,2,    0.70,2,-999.000,9,-999.000,9,-999.000,9,  2126.6,2,  2340.0,2,  -999.0,9,   20.00,   7.8676,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9,   50.64,2,  213.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  16.1148,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         29,         29,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   262.7,  13.6134,  35.3005,2,  35.3024,2,    163.8,2,   165.6,2,    4.82,2,   14.04,2,    0.00,2,    0.97,2,   2.587,2,   1.445,2,   0.037,2,  2141.7,2,  2319.0,2,  -999.0,9,   20.00,   7.7934,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.504,4,   46.66,2,  262.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  13.5759,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         28,         28,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   313.0,  11.7353,  35.0537,2,  35.0501,2,    153.9,2,   150.6,2,    7.46,2,   19.45,2,    0.00,2,    1.27,2,   2.365,2,   1.276,2,   0.036,2,  2163.0,2,  2306.6,2,  -999.0,9,   20.00,   7.7177,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.582,4,   44.84,2,  313.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  11.6948,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         27,         27,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   363.7,  10.1728,  34.8614,2,  34.8486,2,    154.0,2,   153.1,2,   10.19,2,   22.55,2,    0.00,2,    1.46,2,   2.103,2,   1.114,2,   0.037,2,  2171.3,2,  2299.5,2,  -999.0,9,   20.00,   7.6801,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.690,4,   43.92,2,  363.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  10.1299,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         26,         26,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   448.9,   7.6950,  34.6329,2,  34.6343,2,    142.0,2,   142.0,2,   16.76,2,   28.98,2,    0.00,2,    1.84,2,-999.000,9,-999.000,9,-999.000,9,  2194.9,2,  2293.4,2,  -999.0,9,   20.00,   7.6068,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9,   41.75,2,  448.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   7.6501,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         25,         25,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   548.6,   5.7594,  34.4698,2,  34.4708,2,    165.0,2,   168.1,2,   22.59,2,   30.76,2,    0.00,2,    1.97,2,   0.826,2,   0.408,2,   0.020,2,  2195.4,2,  2285.4,3,  -999.0,9,   20.00,   7.6028,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.807,4, -999.00,9,  548.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   5.7123,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         24,         24,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   647.7,   4.8046,  34.4183,2,  34.4174,2,    176.6,2,   177.0,2,   28.20,2,   31.95,2,    0.00,2,    2.07,2,   0.683,2,   0.332,2,   0.023,2,  -999.0,5,  2287.3,3,  -999.0,9,   20.00,   7.6001,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.824,4, -999.00,9,  647.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.7533,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         23,         23,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   747.9,   4.3910,  34.4186,2,  34.4172,2,    178.2,2,   177.5,2,   31.75,2,   32.43,2,    0.00,2,    2.10,2,   0.523,2,   0.255,2,   0.015,2,  2205.6,2,  2294.1,2,  -999.0,9,   20.00,   7.5937,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.702,4,   39.29,2,  747.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.3337,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         22,         22,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   849.3,   4.0625,  34.4424,2,  34.4431,2,    178.0,2,   177.5,2,   35.43,2,   32.65,2,    0.00,2,    2.12,2,-999.000,9,-999.000,9,-999.000,9,  2210.4,2,  2299.1,2,  -999.0,9,   20.00,   7.5838,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  849.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.9989,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         21,         21,2,20050213,       2339,   -15.0002,   -25.0000,       5253,   949.7,   3.8733,  34.4898,2,  34.4900,2,    177.0,2,   177.1,2,   37.64,2,   32.44,2,    0.00,2,    2.11,2,   0.178,2,   0.084,2,   0.002,2,  2213.8,6,  2302.3,2,  -999.0,9,   20.00,   7.5858,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.347,4,   38.40,2,  949.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.8027,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         20,         20,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1049.0,   3.8144,  34.5566,2,  34.5588,2,    178.9,2,   178.8,2,   37.84,6,   31.56,6,    0.00,6,    2.06,6,   0.112,2,   0.056,2,   0.010,2,  2213.5,2,  2307.9,2,  -999.0,9,   20.00,   7.5937,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.236,4, -999.00,9, 1049.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.7360,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         19,         19,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1149.2,   3.8885,  34.6315,2,  34.6329,2,    180.8,2,   181.1,2,   35.56,2,   30.52,2,    0.00,2,    1.97,2,   0.067,2,   0.034,2,   0.002,2,  2211.0,2,  2309.8,6,  -999.0,9,   20.00,   7.6061,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.158,4,   38.81,2, 1149.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.8011,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         18,         18,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1298.4,   4.1036,  34.7823,2,  34.7828,2,    192.4,2,   192.3,2,   28.96,2,   27.38,2,    0.00,2,    1.75,2,   0.035,2,   0.015,2,   0.004,2,  2200.0,2,  2313.6,2,  -999.0,9,   20.00,   7.6400,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.101,4, -999.00,9, 1298.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   4.0009,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         17,         17,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1498.5,   4.0783,  34.9034,2,  34.9073,2,    216.8,2,   217.3,2,   23.30,2,   23.42,2,    0.00,2,    1.47,2,   0.074,2,   0.033,2,   0.006,2,  2182.1,2,  2313.6,2,  -999.0,9,   20.00,   7.6895,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.178,4,   39.16,2, 1498.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.9575,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         16,         16,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1699.4,   3.7662,  34.9374,2,  34.9376,2,    233.0,2,   234.9,2,   22.69,2,   21.51,2,    0.00,2,    1.35,2,   0.079,2,   0.036,2,   0.001,2,  2174.3,2,  2315.3,2,  -999.0,9,   20.00,   7.7140,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.208,4, -999.00,9, 1699.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.6306,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         15,         15,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  1898.2,   3.3595,  34.9189,2,  34.9190,2,    237.4,2,   237.2,2,   28.10,2,   21.83,2,    0.00,2,    1.38,2,   0.018,2,   0.009,2,   0.006,2,  2177.3,2,  2318.4,2,  -999.0,9,   20.00,   7.7169,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.072,4,   39.93,2, 1898.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.2111,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         14,         14,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  2097.3,   3.1134,  34.9192,2,  34.9225,2,    241.3,2,   240.9,2,   31.11,2,   21.54,2,    0.00,2,    1.38,2,   0.018,2,   0.008,2,   0.005,2,  2179.2,2,  2318.6,2,  -999.0,9,   20.00,   7.7233,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.057,4, -999.00,9, 2097.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.9502,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         13,         13,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  2299.9,   2.9310,  34.9101,2,  34.9097,2,    241.2,2,   241.3,2,   35.05,2,   21.84,2,    0.00,2,    1.41,2,   0.011,2,   0.003,2,  -0.001,2,  2182.6,2,  2324.9,2,  -999.0,9,   20.00,   7.7200,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.031,4,   39.43,2, 2299.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.7517,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         12,         12,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  2498.2,   2.8152,  34.9051,2,  34.9052,2,    241.1,2,   241.3,2,   37.68,2,   21.97,2,    0.00,2,    1.42,2,-999.000,9,-999.000,9,-999.000,9,  2185.7,2,  2325.5,2,  -999.0,9,   20.00,   7.7190,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2498.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.6190,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         11,         11,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  2699.3,   2.7367,  34.9024,2,  34.9021,2,    241.6,2,   241.5,2,   39.43,2,   22.07,2,    0.00,2,    1.43,2,   0.012,2,  -0.002,2,   0.000,2,  2187.9,2,  2327.7,2,  -999.0,9,   20.00,   7.7172,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.022,4,   39.66,2, 2699.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.5222,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,         10,         10,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  2948.3,   2.6835,  34.9008,2,  34.9015,2,    242.2,2,   242.4,2,   40.61,2,   22.07,2,    0.00,2,    1.43,2,-999.000,9,-999.000,9,-999.000,9,  2189.6,2,  2331.6,2,  -999.0,9,   20.00,   7.7174,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2948.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.4450,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,          9,          9,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  3248.4,   2.5853,  34.8952,2,  34.8952,2,    242.7,2,   243.2,2,   42.85,2,   22.20,2,    0.00,2,    1.45,2,   0.009,2,   0.004,2,   0.008,2,  2191.4,2,  2334.9,2,  -999.0,9,   20.00,   7.7069,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.025,4,   38.93,2, 3248.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.3179,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      95,          1,          8,          8,2,20050213,       2339,   -15.0002,   -25.0000,       5253,  3548.8,   2.4251,  34.8863,2,  34.8866,2,    245.4,2,   245.4,2,   45.82,2,   22.23,2,    0.00,2,    1.46,2,   0.009,2,   0.004,2,   0.006,2,  2192.2,2,  2335.3,2,  -999.0,9,   20.00,   7.7210,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.036,4, -999.00,9, 3548.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.1294,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
